geographic_unit_full_name,geographic_unit_name,unit_type,fnid,classification_scale,is_allowing_for_assistance,projection_start,projection_end,value,description,dataseries_name,reporting_date,year,month,quarter,month_sin,month_cos,quarter_sin,quarter_cos,lag_1,lag_2,lag_3,lag_6,rolling_mean_3,rolling_mean_6,rolling_std_3,rolling_std_6,rolling_min_3,rolling_min_6,rolling_max_3,rolling_max_6,difference,pct_change,expanding_mean
"Tana Riverine Zone, Kinakomba, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020314,IPC 3.0,False,2021-06-01,2021-06-30,2.0,Stressed,"Tana Riverine Zone, Kinakomba, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-06-01,2021,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2.0,2.0,2.0,2.0,2.0,2.1666666666666665,0.0,0.408248290463863,2.0,2.0,2.0,3.0,0.0,0.0,2.1930693069306932
"Tana Riverine Zone, Kinna, Isiolo South, Isiolo, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C311020214,IPC 3.0,False,2021-06-01,2021-06-30,3.0,Crisis,"Tana Riverine Zone, Kinna, Isiolo South, Isiolo, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-06-01,2021,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2.0,2.0,2.0,2.0,2.0,2.1666666666666665,0.0,0.408248290463863,2.0,2.0,2.0,3.0,0.0,0.0,2.1921182266009853
"Tana Riverine Zone, Kipini West, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C323010614,IPC 3.0,False,2021-06-01,2021-06-30,3.0,Crisis,"Tana Riverine Zone, Kipini West, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-06-01,2021,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,2.0,2.0,3.0,2.3333333333333335,2.3333333333333335,0.5773502691896257,0.5163977794943223,2.0,2.0,3.0,3.0,1.0,50.0,2.196078431372549
"Tana Riverine Zone, Madogo, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010414,IPC 3.0,False,2021-06-01,2021-06-30,2.0,Stressed,"Tana Riverine Zone, Madogo, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-06-01,2021,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,2.0,2.0,2.6666666666666665,2.3333333333333335,0.5773502691896257,0.5163977794943223,2.0,2.0,3.0,3.0,0.0,0.0,2.2
"Tana Riverine Zone, Mikinduni, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020414,IPC 3.0,False,2021-06-01,2021-06-30,2.0,Stressed,"Tana Riverine Zone, Mikinduni, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-06-01,2021,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2.0,3.0,3.0,2.0,2.6666666666666665,2.3333333333333335,0.5773502691896257,0.5163977794943223,2.0,2.0,3.0,3.0,-1.0,-33.333333333333336,2.1990291262135924
"Tana Riverine Zone, Sala, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010514,IPC 3.0,False,2021-06-01,2021-06-30,2.0,Stressed,"Tana Riverine Zone, Sala, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-06-01,2021,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2.0,2.0,3.0,2.0,2.3333333333333335,2.3333333333333335,0.5773502691896257,0.5163977794943223,2.0,2.0,3.0,3.0,0.0,0.0,2.1980676328502415
"Tana Riverine Zone, Bungale, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010114,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Bungale, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,2.0,2.0,2.0,2.0,2.0,2.3333333333333335,0.0,0.5163977794943223,2.0,2.0,2.0,3.0,0.0,0.0,2.1971153846153846
"Tana Riverine Zone, Chewani, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020114,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Chewani, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,2.0,2.0,3.0,2.3333333333333335,2.5,0.5773502691896257,0.5477225575051664,2.0,2.0,3.0,3.0,1.0,50.0,2.200956937799043
"Tana Riverine Zone, Chewele, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010214,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Chewele, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,2.0,3.0,2.6666666666666665,2.5,0.5773502691896257,0.5477225575051664,2.0,2.0,3.0,3.0,0.0,0.0,2.204761904761905
"Tana Riverine Zone, Garba Tulla, Isiolo South, Isiolo, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C311020114,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Garba Tulla, Isiolo South, Isiolo, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,2.0,3.0,2.5,0.0,0.5477225575051664,3.0,2.0,3.0,3.0,0.0,0.0,2.2085308056872037
"Tana Riverine Zone, Garsen Central, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304030114,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Garsen Central, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,2.0,3.0,2.6666666666666665,0.0,0.5163977794943226,3.0,2.0,3.0,3.0,0.0,0.0,2.2122641509433962
"Tana Riverine Zone, Garsen North, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304030214,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Garsen North, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,2.0,3.0,2.8333333333333335,0.0,0.4082482904638636,3.0,2.0,3.0,3.0,0.0,0.0,2.215962441314554
"Tana Riverine Zone, Garsen South, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304030314,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Garsen South, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2196261682242993
"Tana Riverine Zone, Kinakomba, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020314,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Kinakomba, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2232558139534886
"Tana Riverine Zone, Kinna, Isiolo South, Isiolo, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C311020214,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Kinna, Isiolo South, Isiolo, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2268518518518516
"Tana Riverine Zone, Kipini West, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C323010614,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Kipini West, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.230414746543779
"Tana Riverine Zone, Madogo, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010414,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Madogo, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2339449541284404
"Tana Riverine Zone, Mikinduni, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020414,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Mikinduni, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2374429223744294
"Tana Riverine Zone, Sala, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010514,IPC 3.0,False,2021-10-01,2021-10-31,3.0,Crisis,"Tana Riverine Zone, Sala, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2021-10-01,2021,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2409090909090907
"Tana Riverine Zone, Bungale, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010114,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Bungale, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.244343891402715
"Tana Riverine Zone, Chewani, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020114,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Chewani, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2477477477477477
"Tana Riverine Zone, Chewele, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010214,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Chewele, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2511210762331837
"Tana Riverine Zone, Garba Tulla, Isiolo South, Isiolo, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C311020114,IPC 3.0,True,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Garba Tulla, Isiolo South, Isiolo, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2544642857142856
"Tana Riverine Zone, Garsen Central, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304030114,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Garsen Central, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2577777777777777
"Tana Riverine Zone, Garsen North, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304030214,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Garsen North, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2610619469026547
"Tana Riverine Zone, Garsen South, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304030314,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Garsen South, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.26431718061674
"Tana Riverine Zone, Kinakomba, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020314,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Kinakomba, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.267543859649123
"Tana Riverine Zone, Kinna, Isiolo South, Isiolo, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C311020214,IPC 3.0,True,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Kinna, Isiolo South, Isiolo, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2707423580786026
"Tana Riverine Zone, Kipini West, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C323010614,IPC 3.0,True,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Kipini West, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.273913043478261
"Tana Riverine Zone, Madogo, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010414,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Madogo, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.277056277056277
"Tana Riverine Zone, Mikinduni, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020414,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Mikinduni, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2801724137931036
"Tana Riverine Zone, Sala, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010514,IPC 3.0,False,2022-02-01,2022-02-28,3.0,Crisis,"Tana Riverine Zone, Sala, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.0: Current Situation: Not allowing for assistance",2022-02-01,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2832618025751072
"Tana Riverine Zone, Bungale, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010114,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Bungale, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.286324786324786
"Tana Riverine Zone, Chewani, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020114,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Chewani, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2893617021276595
"Tana Riverine Zone, Chewele, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010214,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Chewele, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.292372881355932
"Tana Riverine Zone, Garba Tulla, Isiolo South, Isiolo, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C311020114,IPC 3.1,True,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Garba Tulla, Isiolo South, Isiolo, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2953586497890295
"Tana Riverine Zone, Garsen Central, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304030114,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Garsen Central, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.2983193277310923
"Tana Riverine Zone, Garsen North, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304030214,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Garsen North, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.301255230125523
"Tana Riverine Zone, Garsen South, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304030314,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Garsen South, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.3041666666666667
"Tana Riverine Zone, Kinakomba, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020314,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Kinakomba, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.3070539419087135
"Tana Riverine Zone, Kinna, Isiolo South, Isiolo, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C311020214,IPC 3.1,True,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Kinna, Isiolo South, Isiolo, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.309917355371901
"Tana Riverine Zone, Kipini West, Garsen, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C323010614,IPC 3.1,False,2022-06-01,2022-06-30,4.0,Emergency,"Tana Riverine Zone, Kipini West, Garsen, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.3127572016460904
"Tana Riverine Zone, Madogo, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010414,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Madogo, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,4.0,3.0,3.0,3.0,3.3333333333333335,3.1666666666666665,0.5773502691896257,0.408248290463863,3.0,3.0,4.0,4.0,1.0,33.33333333333333,2.319672131147541
"Tana Riverine Zone, Mikinduni, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020414,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Mikinduni, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,4.0,3.0,3.0,3.3333333333333335,3.1666666666666665,0.5773502691896257,0.408248290463863,3.0,3.0,4.0,4.0,-1.0,-25.0,2.3224489795918366
"Tana Riverine Zone, Sala, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010514,IPC 3.1,False,2022-06-01,2022-06-30,3.0,Crisis,"Tana Riverine Zone, Sala, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-06-01,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.0,3.0,4.0,3.0,3.3333333333333335,3.1666666666666665,0.5773502691896257,0.408248290463863,3.0,3.0,4.0,4.0,0.0,0.0,2.3252032520325203
"Tana Riverine Zone, Bungale, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010114,IPC 3.1,False,2022-10-01,2022-10-31,3.0,Crisis,"Tana Riverine Zone, Bungale, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,3.0,3.0,3.1666666666666665,0.0,0.408248290463863,3.0,3.0,3.0,4.0,0.0,0.0,2.327935222672065
"Tana Riverine Zone, Chewani, Galole, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304020114,IPC 3.1,False,2022-10-01,2022-10-31,3.0,Crisis,"Tana Riverine Zone, Chewani, Galole, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,3.0,3.0,3.1666666666666665,0.0,0.408248290463863,3.0,3.0,3.0,4.0,0.0,0.0,2.3306451612903225
"Tana Riverine Zone, Chewele, Bura, Tana River, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C304010214,IPC 3.1,False,2022-10-01,2022-10-31,3.0,Crisis,"Tana Riverine Zone, Chewele, Bura, Tana River, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Not allowing for assistance",2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,4.0,3.0,3.1666666666666665,0.0,0.408248290463863,3.0,3.0,3.0,4.0,0.0,0.0,2.3333333333333335
"Tana Riverine Zone, Garba Tulla, Isiolo South, Isiolo, Kenya",Tana Riverine Zone,fsc_admin_lhz,KE2016C311020114,IPC 3.1,True,2022-10-01,2022-10-31,3.0,Crisis,"Tana Riverine Zone, Garba Tulla, Isiolo South, Isiolo, Kenya (From 01/01/2016): IPC 3.1: Current Situation: Allowing for assistance",2022-10-01,2022,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.336
